,x_ego,y_ego,yaw_rad_ego,v_mps_ego,acc_mpss_ego,width_ego,length_ego,locationPoint2Head_ego,locationPoint2Rear_ego,x_1,y_1,yaw_rad_1,v_mps_1,acc_mpss_1,width_1,length_1,locationPoint2Head_1,locationPoint2Rear_1,x_2,y_2,yaw_rad_2,v_mps_2,acc_mpss_2,width_2,length_2,locationPoint2Head_2,locationPoint2Rear_2,end
20.000000000000014,922.7834,2271.5889,1.8264,8.0,0.0,6.7,13.4,9.8,3.8,928.24,2203.9102,5.7598,5.0366,-0.2327,1.947,5.416,2.708,2.708,935.0526,2171.7834,1.7257,4.5263,-0.0539,1.947,5.416,2.708,2.708,-1.0
20.100000000000016,922.5812,2272.363,1.8275,8.0,0.0,6.7,13.4,9.8,3.8,928.677,2203.662,5.7771,5.0276,-0.2193,1.947,5.416,2.708,2.708,934.9962,2172.239,1.7204,4.5929,-0.0737,1.947,5.416,2.708,2.708,-1.0
20.200000000000017,922.378,2273.1367,1.8287,8.0,0.0,6.7,13.4,9.8,3.8,929.1261,2203.4329,5.789,5.0437,-0.2141,1.947,5.416,2.708,2.708,934.9376,2172.6896,1.7186,4.5458,-0.1,1.947,5.416,2.708,2.708,-1.0
20.30000000000002,922.174,2273.9103,1.8298,8.0,0.0,6.7,13.4,9.8,3.8,929.5706,2203.2014,5.8008,5.0137,-0.21,1.947,5.416,2.708,2.708,934.8696,2173.1417,1.7141,4.5734,-0.115,1.947,5.416,2.708,2.708,-1.0
20.40000000000002,921.9692,2274.6836,1.8309,8.0,0.0,6.7,13.4,9.8,3.8,930.0095,2202.9728,5.8092,4.9501,-0.1998,1.947,5.416,2.708,2.708,934.8111,2173.5782,1.7136,4.4057,-0.1188,1.947,5.416,2.708,2.708,-1.0
20.50000000000002,921.7634,2275.4567,1.8319,8.0,0.0,6.7,13.4,9.8,3.8,930.4455,2202.7562,5.8118,4.8706,-0.1844,1.947,5.416,2.708,2.708,934.7551,2174.0124,1.7128,4.3797,-0.1299,1.947,5.416,2.708,2.708,-1.0
20.600000000000023,921.5569,2276.2296,1.8329,8.0,0.0,6.7,13.4,9.8,3.8,930.8922,2202.5612,5.8161,4.8755,-0.1523,1.947,5.416,2.708,2.708,934.6802,2174.4498,1.7097,4.44,-0.1523,1.947,5.416,2.708,2.708,-1.0
20.700000000000024,921.3496,2277.0023,1.8339,8.0,0.0,6.7,13.4,9.8,3.8,931.3392,2202.3542,5.8223,4.9283,-0.113,1.947,5.416,2.708,2.708,934.6159,2174.8924,1.7073,4.4742,-0.1655,1.947,5.416,2.708,2.708,-1.0
20.800000000000026,921.1416,2277.7747,1.8348,8.0,0.0,6.7,13.4,9.8,3.8,931.7803,2202.1336,5.8181,4.9344,-0.0778,1.947,5.416,2.708,2.708,934.5743,2175.3314,1.7063,4.4113,-0.1791,1.947,5.416,2.708,2.708,-1.0
20.900000000000027,920.9328,2278.547,1.8358,8.0,0.0,6.7,13.4,9.8,3.8,932.2177,2201.8999,5.8105,4.961,-0.0432,1.947,5.416,2.708,2.708,934.5231,2175.7612,1.7074,4.33,-0.1798,1.947,5.416,2.708,2.708,-1.0
21.00000000000003,920.7233,2279.3191,1.8367,8.0,0.0,6.7,13.4,9.8,3.8,932.6607,2201.6468,5.8051,5.1038,-0.0065,1.947,5.416,2.708,2.708,934.4706,2176.1886,1.7044,4.3081,-0.171,1.947,5.416,2.708,2.708,-1.0
21.10000000000003,920.5131,2280.091,1.8375,8.0,0.0,6.7,13.4,9.8,3.8,933.1113,2201.3987,5.7976,5.1465,0.0288,1.947,5.416,2.708,2.708,934.4154,2176.6227,1.6986,4.3779,-0.1652,1.947,5.416,2.708,2.708,-1.0
21.20000000000003,920.3022,2280.8627,1.8383,8.0,0.0,6.7,13.4,9.8,3.8,933.5569,2201.1546,5.7896,5.0823,0.0556,1.947,5.416,2.708,2.708,934.37,2177.0551,1.696,4.3496,-0.1595,1.947,5.416,2.708,2.708,-1.0
21.300000000000033,920.0908,2281.6342,1.8391,8.0,0.0,6.7,13.4,9.8,3.8,934.0038,2200.9171,5.7798,5.0628,0.0827,1.947,5.416,2.708,2.708,934.3229,2177.482,1.6954,4.2958,-0.1546,1.947,5.416,2.708,2.708,-1.0
21.400000000000034,919.8787,2282.4056,1.8399,8.0,0.0,6.7,13.4,9.8,3.8,934.4447,2200.6742,5.77,5.0359,0.0997,1.947,5.416,2.708,2.708,934.2772,2177.9098,1.6919,4.3047,-0.1509,1.947,5.416,2.708,2.708,-1.0
21.500000000000036,919.666,2283.1768,1.8406,8.0,0.0,6.7,13.4,9.8,3.8,934.8747,2200.4093,5.7624,5.0525,0.0857,1.947,5.416,2.708,2.708,934.2241,2178.3368,1.6915,4.3045,-0.1461,1.947,5.416,2.708,2.708,-1.0
21.600000000000037,919.4527,2283.9479,1.8413,8.0,0.0,6.7,13.4,9.8,3.8,935.2949,2200.1275,5.7571,5.0611,0.0729,1.947,5.416,2.708,2.708,934.1642,2178.768,1.6894,4.3555,-0.1451,1.947,5.416,2.708,2.708,-1.0
21.70000000000004,919.2389,2284.7188,1.842,8.0,0.0,6.7,13.4,9.8,3.8,935.7199,2199.8405,5.749,5.1305,0.0953,1.947,5.416,2.708,2.708,934.105,2179.1928,1.6863,4.2905,-0.1455,1.947,5.416,2.708,2.708,-1.0
21.80000000000004,919.0245,2285.4895,1.8427,8.0,0.0,6.7,13.4,9.8,3.8,936.1496,2199.5694,5.7385,5.0831,0.1426,1.947,5.416,2.708,2.708,934.0576,2179.6106,1.6857,4.2061,-0.1446,1.947,5.416,2.708,2.708,-1.0
21.90000000000004,918.8097,2286.2601,1.8433,8.0,0.0,6.7,13.4,9.8,3.8,936.5757,2199.3104,5.7305,4.9881,0.1789,1.947,5.416,2.708,2.708,934.0188,2180.0288,1.6859,4.2017,-0.1518,1.947,5.416,2.708,2.708,-1.0
22.000000000000043,918.5944,2287.0306,1.8439,8.0,0.0,6.7,13.4,9.8,3.8,937.0172,2199.0437,5.7231,5.1603,0.207,1.947,5.416,2.708,2.708,933.9856,2180.4509,1.6822,4.2362,-0.1627,1.947,5.416,2.708,2.708,-1.0
22.100000000000044,918.3786,2287.801,1.8445,8.0,0.0,6.7,13.4,9.8,3.8,937.4722,2198.7503,5.7172,5.416,0.243,1.947,5.416,2.708,2.708,933.9486,2180.8702,1.6816,4.2105,-0.1815,1.947,5.416,2.708,2.708,-1.0
22.200000000000045,918.1624,2288.5712,1.845,8.0,0.0,6.7,13.4,9.8,3.8,937.9271,2198.4404,5.7077,5.5072,0.2806,1.947,5.416,2.708,2.708,933.9118,2181.286,1.6775,4.1757,-0.1899,1.947,5.416,2.708,2.708,-1.0
22.300000000000047,917.9458,2289.3413,1.8456,8.0,0.0,6.7,13.4,9.8,3.8,938.3591,2198.1316,5.6971,5.3113,0.3211,1.947,5.416,2.708,2.708,933.8579,2181.6923,1.6744,4.1011,-0.1809,1.947,5.416,2.708,2.708,-1.0
22.40000000000005,917.7287,2290.1113,1.8461,8.0,0.0,6.7,13.4,9.8,3.8,938.7848,2197.8117,5.6832,5.3279,0.3574,1.947,5.416,2.708,2.708,933.8044,2182.0981,1.6708,4.0946,-0.1696,1.947,5.416,2.708,2.708,-1.0
22.50000000000005,917.5113,2290.8812,1.8467,8.0,0.0,6.7,13.4,9.8,3.8,939.2186,2197.4782,5.6698,5.4733,0.366,1.947,5.416,2.708,2.708,933.7717,2182.5042,1.6681,4.0753,-0.1674,1.947,5.416,2.708,2.708,-1.0
22.60000000000005,917.2934,2291.6509,1.8472,8.0,0.0,6.7,13.4,9.8,3.8,939.6575,2197.1378,5.6504,5.5566,0.3459,1.947,5.416,2.708,2.708,933.7377,2182.9152,1.6661,4.1264,-0.1679,1.947,5.416,2.708,2.708,-1.0
22.700000000000053,917.075,2292.4206,1.8478,8.0,0.0,6.7,13.4,9.8,3.8,940.1037,2196.8057,5.6335,5.5645,0.3227,1.947,5.416,2.708,2.708,933.7093,2183.3297,1.6586,4.1563,-0.1651,1.947,5.416,2.708,2.708,-1.0
22.800000000000054,916.8563,2293.1901,1.8484,8.0,0.0,6.7,13.4,9.8,3.8,940.542,2196.4817,5.6186,5.4532,0.3295,1.947,5.416,2.708,2.708,933.6784,2183.7394,1.6555,4.1097,-0.1533,1.947,5.416,2.708,2.708,-1.0
22.900000000000055,916.637,2293.9594,1.849,8.0,0.0,6.7,13.4,9.8,3.8,940.9772,2196.1606,5.6057,5.4104,0.3612,1.947,5.416,2.708,2.708,933.6431,2184.1433,1.6518,4.0561,-0.1383,1.947,5.416,2.708,2.708,-1.0
23.000000000000057,916.4173,2294.7287,1.8497,8.0,0.0,6.7,13.4,9.8,3.8,941.3951,2195.8007,5.5856,5.5168,0.3851,1.947,5.416,2.708,2.708,933.6056,2184.5459,1.6449,4.0456,-0.1257,1.947,5.416,2.708,2.708,-1.0
23.10000000000006,916.1971,2295.4977,1.8504,8.0,0.0,6.7,13.4,9.8,3.8,941.8205,2195.4246,5.5663,5.6812,0.394,1.947,5.416,2.708,2.708,933.5762,2184.95,1.6382,4.0536,-0.1197,1.947,5.416,2.708,2.708,-1.0
23.20000000000006,915.9763,2296.2667,1.8512,8.0,0.0,6.7,13.4,9.8,3.8,942.244,2195.0337,5.548,5.7648,0.386,1.947,5.416,2.708,2.708,933.5639,2185.3551,1.6282,4.0543,-0.1221,1.947,5.416,2.708,2.708,4.0
